C_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,C_Depth,C_Quartz,C_Tot_K_fs,C_Tot_Plag,C_Tot_Flds,C_Tot_14A,C_Tot_10A,C_Kaolinit,C_Tot_Clay,C_Gibbsite,C_Calcite,C_Dolomite,C_Aragon,C_Tot_Carb,C_Analcime,C_Heuland,C_Tot_Zeol,C_Gypsum,C_Talc,C_Hornbl,C_Serpent,C_Hematite,C_Goethite,C_Pyroxene,C_Pyrite,C_Other,C_Amorph,C_Ag,C_Al,C_As,C_Ba,C_Be,C_Bi,C_C_Tot,C_C_Inorg,C_C_Org,C_Ca,C_Cd,C_Ce,C_Co,C_Cr,C_Cs,C_Cu,C_Fe,C_Ga,C_Hg,C_In,C_K,C_La,C_Li,C_Mg,C_Mn,C_Mo,C_Na,C_Nb,C_Ni,C_P,C_Pb,C_Rb,C_S,C_Sb,C_Sc,C_Se,C_Sn,C_Sr,C_Te,C_Th,C_Ti,C_Tl,C_U,C_V,C_W,C_Y,C_Zn
C-337940,5054,MT,46.9774,-104.4276,07/22/09,Herbaceous Upland,Grasslands/Herbaceous,85-100,36.3,2.5,7.1,9.6,3.3,13.3,2,18.5,N.D.,0.3,6.2,N.D.,6.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,29,<1,7.13,8.4,973,1.8,0.29,1.2,0.8,0.4,2.02,0.2,61.2,9.2,46,9,20.2,2.85,18.6,0.05,0.06,2.56,32.2,55,1.58,405,1.13,1.01,11.9,21.8,520,16.9,113,0.23,1.23,11.6,0.3,2.1,144,<0.1,10.5,0.28,0.7,3.1,82,1.4,19.8,74
C-337715,5230,MT,46.8199,-108.3739,07/29/09,Herbaceous Upland,Grasslands/Herbaceous,10-100,62,2.1,6.9,9,N.D.,7.6,2.4,10.1,N.D.,7.2,6.4,N.D.,13.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,5.4,<1,3.21,3.9,510,0.9,0.06,2.09,1.7,0.4,4.6,<0.1,37.8,4.5,16,<5,5.8,1.2,7.89,0.01,0.02,1.12,18.6,19,1.11,231,0.4,0.48,5,7.8,660,7.6,47.9,0.03,0.3,3.5,<0.2,0.7,116,<0.1,5.3,0.1,0.3,1.5,64,0.5,10.7,33
C-337718,5246,MT,48.7929,-104.6358,07/23/09,Planted/Cultivated,Pasture/Hay,40-100,65.3,2.7,5.8,8.6,1.7,10.8,0.9,13.5,N.D.,1.3,5,N.D.,6.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,6.4,<1,4.04,4.2,472,1,0.16,1.09,0.8,0.3,1.64,0.1,56.4,5.9,21,<5,9,1.29,9.82,0.02,0.03,1.45,27.4,25,0.91,222,0.61,0.41,7,12.6,310,11.6,62.4,0.02,0.68,5.4,0.3,1.2,75.1,<0.1,8.2,0.18,0.4,2.2,42,0.9,11.6,41
C-337719,5294,MT,48.146,-111.6677,07/16/09,Herbaceous Upland,Grasslands/Herbaceous,70-100,49.6,2.7,11.6,14.2,2.2,11.2,1.2,14.6,N.D.,1.8,0.5,N.D.,2.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,19.3,<1,5.16,7.1,718,1.3,0.16,0.76,0.3,0.5,1.64,0.3,49.2,8.5,32,<5,13.4,1.84,12.2,0.01,0.03,1.56,24.5,23,0.78,340,0.66,0.89,7.4,18.3,600,13.7,67.3,0.02,0.61,6.4,<0.2,1,173,<0.1,8.3,0.19,0.5,2,68,0.8,15.1,70
C-337720,5358,MT,46.1091,-110.5106,08/01/09,Forested Upland,Evergreen Forest,20-35,36,4.2,13.6,17.7,6.2,10.3,1.6,18.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,28.1,<1,6.81,8.4,758,1.9,0.26,0.63,N.D.,0.63,1.08,0.2,77.7,14.8,61,7,20.8,3.19,17.6,0.03,0.06,1.75,39.1,31,1,624,0.92,0.89,13.7,31.7,680,20.5,85.6,0.03,0.81,10.4,0.3,1.7,231,<0.1,12.5,0.31,0.7,2.9,101,1.6,24.9,75
C-337722,5486,MT,48.0828,-107.6456,07/22/09,Shrubland,Shrubland,0-30,57.4,5.1,18.6,23.7,N.D.,7.7,N.D.,7.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,11.3,<1,4.69,9.6,689,1.1,0.2,1.46,N.D.,1.46,0.65,0.2,49.2,8,31,<5,11.7,1.64,9.45,0.02,0.03,1.58,24,18,0.35,333,0.74,1.18,7.8,13.5,410,16.2,57.9,0.03,0.7,5,0.4,0.9,198,<0.1,7.8,0.23,0.4,2.1,52,0.9,14.8,43
C-337723,5550,MT,47.0468,-110.6642,07/28/09,Forested Upland,Evergreen Forest,5-20,35,3.2,24.7,27.9,2,7.2,1.9,11.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,1.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,24.3,<1,6.44,10.7,591,1.3,0.37,3.58,N.D.,3.58,1.74,0.6,46.1,14.7,53,<5,21.2,2.9,15.5,0.03,0.06,1.24,24.1,33,0.99,786,0.6,1.47,10.3,27.1,730,31.3,61.5,0.03,0.6,9.2,<0.2,1.2,226,<0.1,5.4,0.38,0.4,1.7,82,1,13.3,104
C-337941,5566,MT,46.4413,-105.9853,09/23/09,Herbaceous Upland,Grasslands/Herbaceous,91-110,43.7,3.9,8.9,12.8,2.2,7.3,N.D.,9.5,N.D.,4.2,16.2,N.D.,20.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,13.7,<1,4.01,2.7,458,1,0.08,2.32,2.6,N.D.,4.97,<0.1,42.3,5.2,12,<5,<0.5,1.28,10.4,0.01,0.03,1.88,21.6,22,2.39,196,0.6,0.94,5.8,12.7,460,8.3,71.3,0.02,0.53,5.5,<0.2,1.3,123,<0.1,5.9,0.15,0.3,1.5,35,0.6,12.2,29
C-337724,5614,MT,46.128,-112.6626,07/07/09,Herbaceous Upland,Grasslands/Herbaceous,20-40,18.8,9.1,33,42,6.7,5,0.9,12.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,0.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,26.3,<1,7.58,12.7,1000,2.1,0.2,0.56,N.D.,0.56,1.12,<0.1,63.3,11.4,30,19,11.7,1.9,20,0.06,0.04,2.62,29.8,23,0.61,416,0.59,1.58,11.2,19.1,660,23.8,121,0.02,3.84,6.7,<0.2,1.4,382,<0.1,11.8,0.26,0.8,3.1,50,3.7,10.3,49
C-337943,5678,MT,45.4398,-107.3974,09/17/09,Planted/Cultivated,Pasture/Hay,52-63,46.7,4.3,7.2,11.5,2.5,7.7,N.D.,10.2,N.D.,6.9,3.8,N.D.,10.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,20.9,<1,4.27,7.4,612,1.2,0.17,1.96,1.3,0.7,4.01,0.2,51,6.9,28,<5,10.5,1.71,11.6,0.01,0.04,1.76,27.1,25,1.02,280,0.67,0.62,8.9,14.4,640,13,74.7,0.03,0.67,6.7,<0.2,1.2,133,<0.1,7.7,0.19,0.4,1.9,58,0.9,15.9,46
C-337944,5694,MT,47.4722,-106.3407,09/20/09,Herbaceous Upland,Grasslands/Herbaceous,44-66,38.9,6.6,11,17.6,2.9,5.1,N.D.,8.1,N.D.,N.D.,1.1,N.D.,1.1,N.D.,N.D.,N.D.,0.4,N.D.,N.D.,N.D.,N.D.,0.6,N.D.,N.D.,N.D.,33.3,<1,4.91,22.6,2680,1.6,0.14,3.11,0.2,2.9,1.76,0.4,45.2,12.7,36,<5,20.8,3.62,11.1,0.05,0.02,1.75,23.2,21,0.76,1120,2.17,1.48,7.2,33,620,14.7,54,0.39,2.04,6.2,1.1,0.8,417,<0.1,6.3,0.2,0.4,3.7,61,1,16.6,55
C-337725,5742,MT,48.9402,-109.1403,07/18/09,Shrubland,Shrubland,70-100,41.3,4.2,12.3,16.5,4.2,11.9,N.D.,16.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,26.2,<1,5.93,9.8,750,1.4,0.21,0.81,N.D.,0.81,0.73,0.3,55.2,11.6,40,6,18.4,2.35,14.4,0.01,0.04,1.89,27.1,26,0.74,468,0.68,0.89,9.5,22,570,16.3,82.5,0.03,0.68,8.8,0.3,1.2,152,<0.1,9.4,0.26,0.6,2.3,90,1.2,18,86
C-337726,5806,MT,48.6509,-113.8393,07/11/09,Forested Upland,Evergreen Forest,80-110,42.1,3.3,8.1,11.4,10.8,18,2.4,31.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,15.3,<1,6.55,8.7,570,2.2,0.3,0.23,N.D.,0.23,0.37,<0.1,76.8,11.7,47,8,17.3,3.1,17.7,0.02,0.07,2.98,34,78,1.99,482,0.69,0.77,10.6,19.3,630,16.5,132,0.01,0.86,10.8,<0.2,2.2,57.8,<0.1,12.4,0.36,0.6,3.7,68,1.4,18.9,59
C-337945,5822,MT,45.3104,-105.6042,09/25/09,Herbaceous Upland,Grasslands/Herbaceous,99-113,53,4.4,5.5,9.9,3.7,6.9,N.D.,10.6,N.D.,3.6,7.5,N.D.,11.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,15.5,<1,4.11,4.5,522,1.3,0.13,1.89,1.4,0.5,2.95,0.1,47.6,6.5,26,<5,8.8,1.79,9.95,0.01,0.03,1.93,24.8,25,1.38,288,1.07,0.61,6.5,14.6,410,10.9,70.7,0.03,0.78,5.9,0.3,1.1,98.4,<0.1,6.5,0.16,0.4,2.2,47,0.8,12.9,42
C-337727,5854,MT,48.7846,-116.0026,07/10/09,Forested Upland,Evergreen Forest,0-20,40.1,0.4,12.5,12.9,3.1,13.8,N.D.,16.9,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,5.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,25,<1,6.07,4.9,500,1.5,0.32,5.74,N.D.,5.74,1.02,0.2,55.1,15.3,32,7,27.5,3.31,16.6,0.04,0.07,1.49,24,27,0.71,939,0.74,1.01,10.4,17.7,760,20.8,90.4,0.02,0.87,11.7,<0.2,2,108,<0.1,9.2,0.4,0.5,2.1,84,1.6,16.3,93
C-337728,5934,MT,46.4704,-108.6121,07/30/09,Shrubland,Shrubland,100-120,35.2,1.5,6.8,8.4,7,16.4,1.6,25,N.D.,4.3,11.8,N.D.,16.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,15.4,<1,5.96,4.7,587,1.9,0.35,2.15,2.1,0,4.33,0.2,59.8,9.5,32,7,18.8,2.23,16.4,0.01,0.06,2.28,28.4,36,2.54,207,0.5,0.68,9.7,17.9,610,14.9,110,0.05,0.92,8.9,0.4,2,150,<0.1,10.7,0.2,0.6,2.7,63,1.4,14.5,54
C-337730,5966,MT,48.4395,-115.9522,07/10/09,Forested Upland,Evergreen Forest,0-30,49.1,1.5,15.6,17.1,1.6,12.5,N.D.,14,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,3.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,16,<1,6,4.4,532,1.7,0.35,1.32,N.D.,1.32,0.93,0.1,73.3,12,27,7,22.3,2.91,15.7,0.02,0.05,1.35,30.7,27,0.64,604,0.63,0.94,10.1,20.8,700,18,83.8,0.01,0.55,10.1,<0.2,1.6,131,<0.1,11.2,0.36,0.5,2.5,63,1.5,19.5,81
C-337731,6062,MT,47.4101,-112.7327,07/15/09,Forested Upland,Evergreen Forest,60-100,38.9,N.D.,20.4,20.4,8.4,7.9,N.D.,16.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,24.4,<1,6.7,5.3,1180,1,0.09,0.24,N.D.,0.24,0.89,1,34,13.7,44,<5,26.6,2.87,14.8,0.02,0.04,1.08,18.7,22,1.04,1030,0.6,1.74,6.5,30.5,460,7.7,42.1,0.01,1.14,12.2,<0.2,0.9,209,<0.1,5.4,0.28,0.3,1.8,144,0.8,16.5,72
C-337946,6078,MT,46.7433,-104.2346,09/22/09,Herbaceous Upland,Grasslands/Herbaceous,91-103,33.5,5.4,4.3,9.7,1.8,12,2.7,16.6,N.D.,3.3,4.8,N.D.,8.1,N.D.,N.D.,N.D.,0.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,31.3,<1,6.15,7.8,836,1.7,0.24,1.53,1,0.5,3.32,0.2,52.1,8.9,40,6,17.5,2.32,15,0.02,0.05,2.19,27.9,35,1.47,390,1.31,0.9,10.7,22.1,630,15.6,85.5,0.7,0.86,9.2,0.3,1.6,209,<0.1,8.2,0.26,0.5,3.7,85,1.2,16.7,67
C-337732,6222,MT,47.03,-114.53,07/08/09,Forested Upland,Evergreen Forest,20-35,23.6,4.2,11.5,15.7,0.9,7.7,2.2,10.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,49.9,<1,7.42,11.1,801,2,0.36,5.21,N.D.,5.21,0.87,0.3,67.4,9.3,26,7,21.2,2.59,18.5,0.03,0.06,1.84,29.9,40,0.58,1270,1.11,1.05,10.1,15.9,1960,18.1,93.7,0.03,0.75,9,<0.2,1.9,145,<0.1,11.5,0.32,0.6,3.4,56,1.5,20.6,105
C-337947,6254,MT,45.9287,-107.5929,09/18/09,Planted/Cultivated,Row Crops,48-60,52.9,5.1,11.1,16.1,2.8,8,N.D.,10.8,N.D.,3.7,4.6,N.D.,8.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,11.9,<1,4.12,6.6,522,1.2,0.13,1.22,1,0.2,2.65,<0.1,42.4,5.7,18,<5,5.3,1.43,10.4,0.01,0.03,1.81,21.6,22,1.13,312,0.69,1.04,6.3,10,430,9.9,67.5,0.02,0.82,5,<0.2,1.2,122,<0.1,5.6,0.15,0.4,1.7,35,0.7,11.8,34
C-337733,6318,MT,48.9723,-110.9086,07/17/09,Herbaceous Upland,Grasslands/Herbaceous,70-100,34.3,3.8,9,12.7,4.1,10.5,N.D.,14.5,N.D.,5.2,3.6,N.D.,8.8,N.D.,N.D.,N.D.,2.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,27.3,<1,5.45,6.8,603,1.8,0.33,2.2,1.1,1.1,5.59,0.2,57.6,8.4,23,6,18.5,2.11,14,0.02,0.05,1.64,28,22,1.28,303,0.93,0.94,8.7,12.3,930,12.1,102,0.36,0.93,7.1,0.2,1.8,232,<0.1,10.6,0.19,0.6,3.1,50,1.5,15.4,55
C-337734,6382,MT,46.2797,-111.5931,08/01/09,Shrubland,Shrubland,0-10,36,N.D.,7,7,4.2,28.4,N.D.,32.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,2.1,N.D.,N.D.,N.D.,N.D.,22.3,<1,7.28,16.8,490,2.4,1.03,0.98,N.D.,0.98,0.35,0.9,101,16.6,39,11,24.3,3.24,23.3,0.03,0.13,3.02,45.2,40,1.5,643,0.92,0.86,15.3,21.1,600,47.8,167,0.02,2.19,11.4,<0.2,3.2,56.8,0.3,17.6,0.27,0.9,4.5,64,2.8,29.2,102
C-337948,6510,MT,47.3546,-107.3178,09/20/09,Shrubland,Shrubland,54-76,39.2,4.6,6.3,10.9,N.D.,9.2,1.9,11.1,N.D.,6.9,15.7,N.D.,22.5,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,16.2,<1,4.32,6.8,526,1.2,0.2,3.14,2.9,0.2,6.48,0.2,52.8,6.9,23,<5,9.5,1.81,11.4,0.01,0.04,1.8,26.9,26,2.5,366,0.68,0.93,6.9,14.2,560,10.9,77.4,0.15,0.91,6.8,0.6,1.4,131,<0.1,7.7,0.16,0.4,2,47,0.8,14.9,41
C-337735,6574,MT,47.7875,-111.0727,07/20/09,Planted/Cultivated,Fallow,70-100,28.4,1.3,5,6.3,10.1,8.4,2.5,21,N.D.,0.6,2,N.D.,2.6,N.D.,N.D.,N.D.,7.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,34.2,<1,7.17,10,624,1.7,0.29,0.96,0.3,0.7,2.75,0.2,51.4,11.9,57,8,24.5,2.99,17.5,0.04,0.06,1.76,25.5,47,1.55,350,1.25,0.54,10.8,28.5,580,15.2,93.7,1.36,0.79,11.6,0.5,1.7,252,<0.1,9.8,0.28,0.7,4.5,129,1.4,16.8,85
C-337949,6590,MT,46.7197,-105.4286,09/21/09,Shrubland,Shrubland,72-111,64.5,9,8.8,17.8,1,4.4,N.D.,5.4,N.D.,0.8,N.D.,N.D.,0.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,11.5,<1,3.59,6.9,707,1.1,0.09,0.86,0.1,0.8,1.3,0.2,41.6,5.4,18,<5,7.2,1.4,9.21,0.02,0.02,1.75,22.1,17,0.69,248,1.27,0.7,5.8,13.4,410,12.3,65.3,0.03,0.85,4.6,0.4,0.8,170,<0.1,5.6,0.13,0.4,1.6,39,0.7,12.6,32
C-337736,6638,MT,45.9122,-112.385,07/07/09,Forested Upland,Evergreen Forest,50-100,33.4,17.9,9.3,27.2,5.9,6.3,2.6,14.9,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,24.6,<1,8.4,6.5,407,2.2,0.08,0.18,N.D.,0.18,0.46,<0.1,102,9.5,8,20,6.2,2.42,19.7,0.02,0.04,3.51,59.2,280,0.38,553,2.33,0.85,17.7,7.2,630,23.3,184,<0.01,4.34,9,<0.2,1.4,120,<0.1,39.3,0.21,1.2,6.9,81,9.7,20.3,50
C-337737,6702,MT,45.1389,-108.7861,07/31/09,Shrubland,Shrubland,20-100,11.4,N.D.,18.7,18.7,N.D.,9.6,2.5,12.1,N.D.,10.3,N.D.,N.D.,10.3,N.D.,N.D.,N.D.,2.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,12.9,31.8,<1,8.18,3.2,2030,1.1,0.31,1.61,1.2,0.4,6.6,<0.1,56.6,6.3,12,<5,4.9,2.64,20.3,0.03,0.04,1.03,27.2,38,1.35,1040,1.04,1.61,18.3,13,790,18.6,44.4,0.94,0.6,5.5,<0.2,2.3,654,<0.1,11.7,0.22,0.4,6.3,48,0.7,16.7,71
C-337741,6718,MT,48.0367,-105.4633,07/25/09,Herbaceous Upland,Grasslands/Herbaceous,50-100,46.8,6.1,21.2,27.4,1.6,7.2,N.D.,8.8,N.D.,0.6,7.3,N.D.,7.9,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,9.2,<1,5.35,5.6,852,1,0.11,1.15,1,0.2,2.31,0.2,50.9,11.6,38,<5,15.6,1.79,12.1,0.02,0.03,1.6,24.9,19,1.27,437,0.94,1.54,8.4,26.9,770,11.9,63,0.22,0.89,5.7,0.2,0.9,241,<0.1,7.8,0.25,0.4,3,59,1,15.8,54
C-337742,6766,MT,47.0422,-108.8305,07/29/09,Planted/Cultivated,Pasture/Hay,20-70,41.9,N.D.,2.3,2.3,4.5,14.7,6.2,25.3,N.D.,0.3,N.D.,N.D.,0.3,N.D.,N.D.,N.D.,0.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,29.5,<1,6.92,10.9,522,2.1,0.36,0.8,N.D.,0.8,0.91,0.4,70.6,16.3,47,8,23.9,3.39,18.4,0.01,0.07,1.66,34.4,46,0.68,866,1.68,0.33,14.4,27.8,720,21.2,96.4,0.24,0.68,10.4,0.7,1.9,144,<0.1,13.7,0.27,0.6,4.9,96,1.6,25,100
C-337743,6830,MT,46.9506,-112.9085,07/14/09,Forested Upland,Evergreen Forest,0-15,40,N.D.,6.3,6.3,4.3,23.3,4.5,32.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,0.6,N.D.,N.D.,N.D.,N.D.,21.1,<1,7.18,2.4,904,2.2,0.42,1.41,N.D.,1.41,0.35,0.1,71.8,8.6,33,9,33.3,2.66,17.6,0.01,0.08,3.09,34,49,1.24,766,0.4,0.5,10.8,17.1,670,132,139,0.02,1.99,10.4,<0.2,2.3,66,0.1,11.1,0.25,0.7,2.1,56,1.7,15.8,105
C-337950,6846,MT,45.4382,-106.1193,09/25/09,Herbaceous Upland,Grasslands/Herbaceous,63-73,45,7.4,5.9,13.3,1.4,4.4,4.9,10.6,N.D.,2.2,5,N.D.,7.2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,23.9,<1,5.35,4.9,785,1.2,0.11,1.09,0.9,0.2,2.63,0.3,46.3,8.9,34,<5,14,2.45,12.6,<0.01,0.03,2.21,25.3,24,1.3,600,0.88,0.71,9,24.6,760,12.7,78.7,0.07,0.57,6.5,<0.2,1.2,175,<0.1,6.9,0.22,0.4,2.1,58,1,13.6,64
C-337744,6894,MT,45.4549,-111.6495,07/06/09,Forested Upland,Evergreen Forest,0-30,28.8,4.1,20.8,24.9,1.1,12.5,N.D.,13.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,9.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,23.5,<1,5.55,8.9,613,1.8,0.23,3.78,N.D.,3.78,1.62,0.5,80.1,18.7,83,8,31.2,4.36,17.4,0.02,0.09,1.81,39.9,22,1.01,916,1.06,1.28,19.3,35,1150,20.1,105,0.04,0.48,13.5,0.2,2.6,140,<0.1,13.7,0.37,0.7,2.1,76,1.9,36.6,125
C-337745,6958,MT,46.3209,-109.1668,07/30/09,Shrubland,Shrubland,20-100,19.6,9.2,17.7,26.9,5.4,4.8,3,13.3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,8.7,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,7.7,23.9,<1,7.79,10.3,673,1.9,0.32,0.29,N.D.,0.29,1.99,<0.1,68.1,7.5,37,6,28.5,2.65,19,0.06,0.05,1.88,35.6,13,0.86,89,1.41,1.46,14.2,10.3,650,22.1,98.2,1.49,0.57,10.1,0.8,1.5,839,<0.1,12.1,0.27,0.9,4.7,71,1.6,18.4,60
C-337746,6974,MT,48.817,-104.4909,07/23/09,Planted/Cultivated,Urban/Recreational Grasses,20-40,44.2,N.D.,9.7,9.7,3.8,9.8,N.D.,13.5,N.D.,5.8,2.8,N.D.,8.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,24,<1,4.69,7.2,604,1.1,0.13,1.88,1.1,0.8,3.5,0.3,41.9,8.8,32,<5,14.8,1.98,11,0.02,0.03,1.41,20.9,19,0.97,497,0.64,0.81,7.2,21.8,490,12.2,58,0.03,0.66,6.4,0.3,0.9,154,<0.1,6.1,0.18,0.4,1.4,71,0.8,13.3,53
C-337748,6990,MT,48.2978,-114.6439,07/14/09,Forested Upland,Evergreen Forest,10-20,37.9,0.6,18.7,19.3,3.8,15.9,1.7,21.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,21.4,<1,7.03,5.8,994,1.8,0.26,1.64,N.D.,1.64,0.75,0.1,75.5,8.1,24,7,17.9,2.42,17,0.02,0.06,1.61,33.5,51,1.05,359,0.48,1.21,7.5,14,820,17.2,91,0.01,0.48,8.1,<0.2,1.8,127,<0.1,9.3,0.25,0.5,1.8,46,0.9,13.2,62
C-337749,7022,MT,48.7761,-107.9366,07/22/09,Planted/Cultivated,Small Grains,15-100,45.8,3.9,11.7,15.6,8.5,7,N.D.,15.4,N.D.,0.5,1.2,N.D.,1.6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,21.6,<1,5.58,7.4,639,1.3,0.14,0.66,0.2,0.5,1.04,0.2,40.6,8.2,34,<5,14,2.34,12.5,0.03,0.04,1.58,21.5,22,0.8,325,0.63,0.8,7.6,24.4,440,12.8,68.3,0.02,0.6,7.4,0.3,1.1,145,<0.1,6.9,0.19,0.4,1.5,78,0.8,14,62
C-337750,7054,MT,45.9733,-113.7117,07/08/09,Forested Upland,Evergreen Forest,0-30,26.7,15.1,26.5,41.5,1.4,7.6,N.D.,9,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,2.1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,20.7,<1,7.02,6.4,1010,2.1,0.36,3.71,N.D.,3.71,1.47,0.2,38.6,5.7,23,7,8,1.5,18.4,0.03,0.04,2.29,18.5,51,0.87,529,0.37,1.69,7.5,15.3,580,23.1,113,0.02,0.84,4.6,<0.2,1.6,225,<0.1,8.2,0.21,0.6,2.7,30,1.2,7.3,93
C-337751,7086,MT,44.4534,-112.9171,07/03/09,Shrubland,Shrubland,0-25,33.3,7.5,12.2,19.7,N.D.,12.8,N.D.,12.8,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,34.3,<1,5.31,6.6,794,1.8,0.22,3.82,N.D.,3.82,1.2,0.9,62.4,12.3,76,7,27.8,2.44,13.5,0.02,0.04,2.27,33.1,18,0.73,674,2.52,0.74,21,30.7,1280,18.5,107,0.05,0.89,8.3,0.5,1.3,186,<0.1,11.1,0.25,0.6,2.8,78,1.8,18.2,115
C-337952,7102,MT,46.3248,-104.0782,09/22/09,Herbaceous Upland,Grasslands/Herbaceous,65-74,38.1,4.1,17.2,21.3,5.1,7.9,N.D.,13,N.D.,0.4,N.D.,N.D.,0.4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,27.2,<1,6.43,6.1,1020,1.4,0.13,0.54,N.D.,0.54,1.28,0.3,50.4,12.1,43,<5,18.6,2.3,14.7,0.03,0.04,1.87,26.7,27,0.68,350,0.89,1.61,9.5,28,420,13.5,65.4,0.26,0.95,9.8,0.6,1.1,285,<0.1,7,0.29,0.5,3.1,79,1,16.5,70
